馬名,血統登録番号,性別,所属,調教師名,種牡馬名,母名,母の父名,馬主名,生産者名,毛色,生年月日,本賞金,収得賞金,前走馬体重,全成績1着数,全成績2着数,全成績3着数,全成績着外数,芝成績1着数,芝成績2着数,芝成績3着数,芝成績着外数,ダート成績1着数,ダート成績2着数,ダート成績3着数,ダート成績着外数,データ作成日,抹消,登録日,抹消日
エコロヴァルド,24107319,牡,栗,牧浦充徳,デクラレーションオブウォー,ザフィーナ,Casamento,原村正紀,パカパカファーム,鹿毛,240206,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,250929,不在,250925,000000
エコロゴッド,24107322,牡,美,岩戸孝樹,"American Pharoah",ジョイオブペインティング,Munnings,原村正紀,パカパカファーム,黒鹿,240301,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,250929,不在,250925,000000
シャインロード,24107339,牡,栗,井上智史,タワーオブロンドン,ハマギク,Lawman,MRS,パカパカファーム,鹿毛,240322,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,250929,不在,250925,000000
ドンガネーシャ,24108040,牡,栗,庄野靖志,スワーヴリチャード,ドナキアーロ,ディープブリランテ,山田貢一,日西牧場,鹿毛,240409,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251030,不在,250925,000000
カリオス,24108105,牡,美,勢司和浩,サリオス,ダノンクィーン,チチカステナンゴ,齋藤秀昭,ストームファームコーポレーション,鹿毛,240505,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,250929,不在,250925,000000
ユイノジカンカセギ,24108117,牡,美,竹内正洋,タワーオブロンドン,キョウコウトッパ,シルバーステート,由井健太郎,本田土寿,鹿毛,240220,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260402,在厩,250925,000000
ニホンノヨアケゼヨ,24100010,牡,美,村田一誠,ビッグアーサー,クリスタルオーブ,キンシャサノキセキ,千葉正人,厚賀古川牧場,黒鹿,240329,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラウルフ,24100113,牡,栗,羽月友彦,クリソベリル,ナムラキヌ,ゼンノロブロイ,奈村睦弘,いとう牧場,鹿毛,240511,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ショパンコンクール,24100176,牡,美,岩戸孝樹,ミッキーアイル,マラムコーブ,ロードカナロア,小菅誠,沖田牧場,青鹿,240209,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
アチトチ,24100233,牡,栗,今野貞一,アジアエクスプレス,アイワナスマイル,ハーツクライ,落合稔,川島正広,鹿毛,240407,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ローグアン,24100263,牡,美,浅利英明,アドマイヤマーズ,グレイスアン,ディープブリランテ,TURFレーシング,木村牧場,鹿毛,240311,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
クラウンオルペウス,24100288,牡,美,矢野英一,オルフェーヴル,ブロッサムレーン,"New Approach",矢野恭裕,クラウン日高牧場,栗毛,240430,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260129,不在,251030,000000
クラウンロムパイア,24100293,牡,美,松永康利,レッドファルクス,マリノエリー,タートルボウル,矢野まり子,クラウン日高牧場,青鹿,240408,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
クラウンソクラテス,24100299,牡,栗,角田晃一,ルーラーシップ,マリノニジェール,モーリス,矢野まり子,クラウン日高牧場,鹿毛,240229,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
エニシングゴース,24100568,牡,美,和田雄二,フォーウィールドライブ,ラインクローバー,ゴールドアリュール,田島榮二郎,スウィングフィールド牧場,青鹿,240510,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260402,在厩,251030,000000
ダイモステソーロ,24100585,牡,美,牧光二　,ルヴァンスレーヴ,ラブエナヴィダ,Gemologist,了徳寺健二ホールディングス,スマイルファーム,黒鹿,240209,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラアラバイ,24100828,牡,美,武市康男,マテラスカイ,ナムラビバ,アジアエクスプレス,奈村睦弘,ナカノファーム,黒鹿,240310,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラファロス,24100829,牡,栗,鈴木孝志,インディチャンプ,ナムラムラサキ,トーセンホマレボシ,奈村睦弘,ナカノファーム,鹿毛,240418,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
マオノフィエスタ,24100888,牡,美,千葉直人,ゴールドドリーム,マオノココロ,ヴァーミリアン,湯浅健司,日西牧場,黒鹿,240329,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラジョン,24100987,牡,美,尾形和幸,アドミラブル,ナムラジュノー,トーセンホマレボシ,奈村睦弘,藤本直弘,鹿毛,240415,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ブロンクス,24101068,牡,美,武井亮　,シャンハイボビー,キトゥンブルー,ダンスインザダーク,古賀慎一,本間牧場,青毛,240312,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
テレストテソーロ,24101258,牡,美,高橋文雅,フィエールマン,イージーウィン,"Invincible Spirit",了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240210,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
レグルステソーロ,24101259,牡,美,牧光二　,キタサンブラック,ウィザムテソーロ,"Uncle Mo",了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240404,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
プロテウステソーロ,24101260,牡,美,加藤和宏,シャンハイボビー,ウイントゥルーラヴ,ロックオブジブラルタル,了徳寺健二ホールディングス,リョーケンファーム,青鹿,240202,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ガラテアテソーロ,24101261,牡,美,稲垣幸雄,マインドユアビスケッツ,ウォーカーテソーロ,Speightstown,了徳寺健二ホールディングス,リョーケンファーム,栗毛,240407,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
エリステソーロ,24101262,牡,美,田中剛　,キタサンブラック,エアテソーロ,"Uncle Mo",了徳寺健二ホールディングス,リョーケンファーム,青鹿,240505,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260402,在厩,251030,000000
イクシオンテソーロ,24101266,牡,美,西田雄一,モンブランテソーロ,グリーズアージェント,Clodovil,了徳寺健二ホールディングス,リョーケンファーム,芦毛,240424,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
コメットテソーロ,24101267,牡,美,伊坂重信,フィエールマン,ケリアテソーロ,ダイワメジャー,了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240410,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
カペラテソーロ,24101268,牡,美,牧光二　,フィエールマン,シカゴテソーロ,"Maclean's Music",了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240321,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
エーギルテソーロ,24101270,牡,美,牧光二　,マカヒキ,ジニアテソーロ,ダイワメジャー,了徳寺健二ホールディングス,リョーケンファーム,栗毛,240421,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
スピカテソーロ,24101273,牡,美,伊藤圭三,エピファネイア,チェストケリリー,"Scat Daddy",了徳寺健二ホールディングス,リョーケンファーム,栗毛,240418,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ゴールドテソーロ,24101275,牡,美,高木登　,キタサンブラック,デトロイトテソーロ,Speightstown,了徳寺健二ホールディングス,リョーケンファーム,黒鹿,240128,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260326,不在,251030,000000
サターンテソーロ,24101276,牡,美,畠山吉宏,モンブランテソーロ,トロントテソーロ,"Shanghai Bobby",了徳寺健二ホールディングス,リョーケンファーム,栗毛,240408,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260326,不在,251030,000000
ヒドラテソーロ,24101277,牡,美,奥平雅士,バゴ,ナーシサステソーロ,クロフネ,了徳寺健二ホールディングス,リョーケンファーム,黒鹿,240204,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
アルタイルテソーロ,24101279,牡,美,牧光二　,スワーヴリチャード,バレットテソーロ,Camelot,了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240320,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
メテオテソーロ,24101280,牡,美,牧光二　,ゴールドアクター,パテオドバテール,Shirocco,了徳寺健二ホールディングス,リョーケンファーム,黒鹿,240214,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
タルボステソーロ,24101282,牡,美,千葉直人,モンブランテソーロ,パールプリンセス,"Astronomer Royal",了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240206,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
アンタレステソーロ,24101283,牡,美,千葉直人,ロジャーバローズ,ビューティテソーロ,Camelot,了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240207,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ジュノーテソーロ,24101284,牡,美,千葉直人,ハラモシュテソーロ,プリンセステソーロ,"Declaration of War",了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240216,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
オベロンテソーロ,24101285,牡,栗,杉山晴紀,エピファネイア,ボストンテソーロ,"Temple City",了徳寺健二ホールディングス,リョーケンファーム,黒鹿,240318,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
シリウステソーロ,24101287,牡,美,栗田徹　,キタサンブラック,メサテソーロ,"Midnight Lute",了徳寺健二ホールディングス,リョーケンファーム,黒鹿,240509,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
パンドラテソーロ,24101288,牡,美,嘉藤貴行,キタサンブラック,モトカ,Frankel,了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240522,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
フェンリルテソーロ,24101290,牡,美,嘉藤貴行,フィエールマン,ヨークテソーロ,Kingman,了徳寺健二ホールディングス,リョーケンファーム,黒鹿,240202,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
イカルステソーロ,24101291,牡,美,武市康男,フィエールマン,ライトファンタスティック,Acclamation,了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240225,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
カロンテソーロ,24101293,牡,美,栗田徹　,シャンハイボビー,リリーテソーロ,ブラックタイド,了徳寺健二ホールディングス,リョーケンファーム,鹿毛,240307,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
オルクステソーロ,24101294,牡,美,高木登　,シュヴァルグラン,ロマンシエール,アグネスデジタル,了徳寺健二ホールディングス,リョーケンファーム,栗毛,240421,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
テムグロリア,24101493,牡,栗,西村真幸,グロリアスノア,セカイノカナ,キングヘイロー,竹園正繼,様似共栄牧場,黒鹿,240327,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
カンポランパンテ,24101501,牡,美,杉浦宏昭,ナダル,ピースバーグ,Sageburg,堀田浩司,猿倉牧場,鹿毛,240202,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
カレラ,24101517,牡,美,小手川準,ビッグアーサー,バーグマン,ヴァーミリアン,中辻明,高村伸一,鹿毛,240319,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ケイツーグルデン,24101525,牡,美,千葉直人,ルーラーシップ,ワーキングスタイル,オルフェーヴル,楠本勝美,富田恭司,鹿毛,240216,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
プランシングホース,24101614,牡,栗,長谷川浩,ダノンプレミアム,ソウルフルハート,キンシャサノキセキ,米田稔,大柳ファーム,黒鹿,240324,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラマシュー,24101624,牡,美,石栗龍彦,タワーオブロンドン,ナムラマミー,ディープインパクト,奈村睦弘,オカモトファーム,鹿毛,240422,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
イトウカカリチョウ,24101687,牡,美,岩戸孝樹,ニューイヤーズデイ,フェニアンサイクル,ロードカナロア,小菅誠,ガーベラパークスタツド,鹿毛,240415,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ユイノアヤマチ,24101720,牡,美,竹内正洋,ダノンキングリー,テイコフトウショウ,タイキシャトル,由井健太郎,杵臼牧場,青鹿,240404,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ゴートゥーセカンド,24101862,牡,栗,吉岡辰弥,オルフェーヴル,ガタイフロール,Forestry,KRジャパン,谷川牧場,栗毛,240307,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ドンクベーラ,24101873,牡,栗,今野貞一,マジェスティックウォリアー,トライポ,Gleneagles,山田貢一,谷川牧場,鹿毛,240225,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラハスラー,24101875,牡,栗,長谷川浩,カラヴァッジオ,ナムラアン,エンパイアメーカー,奈村睦弘,谷川牧場,鹿毛,240224,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラダックス,24101876,牡,美,石栗龍彦,チュウワウィザード,ナムラビーム,スウェプトオーヴァーボード,奈村睦弘,谷川牧場,鹿毛,240302,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
アンダーグラウンド,24101897,牡,栗,杉山晴紀,キタサンブラック,アヴィラロード,"Elusive Quality",KRジャパン,谷口牧場,鹿毛,240226,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ビサイドオブユー,24101907,牡,美,武藤善則,ブリックスアンドモルタル,リメンバーユー,"Invincible Spirit",KRジャパン,谷口牧場,黒鹿,240411,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラモモタロー,24102075,牡,栗,羽月友彦,タワーオブロンドン,ナムラストロベリー,ヨハネスブルグ,奈村睦弘,中島牧場,鹿毛,240511,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ツキノエ,24102303,牡,栗,長谷川浩,シニスターミニスター,メイショウトモシビ,ハーツクライ,天野克彦,三嶋牧場,鹿毛,240213,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
シンボリサーブル,24102327,牡,美,菊川正達,マジェスティックウォリアー,イトククリ,サクラバクシンオー,シンボリ牧場,宮内牧場,鹿毛,240223,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
サマーエナジー,24102329,牡,美,千葉直人,モズアスコット,エナジーハート,サクラバクシンオー,橋詰弘一,宮内牧場,栗毛,240319,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
マオノシリウス,24102423,牡,美,黒岩陽一,オルフェーヴル,マオノジーナス,エピファネイア,湯浅健司,上村勇人,黒鹿,240406,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
テムタワーボス,24102457,牡,栗,畑端省吾,タワーオブロンドン,シエルブラン,ゼンノロブロイ,竹園正繼,大原ファーム,栗毛,240414,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ゾーン,24102511,牡,栗,武英智　,グローリーヴェイズ,ヴォルカン,ロードカナロア,ケーエスHD,桑田牧場,黒鹿,240313,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ケイツーコルドバ,24102591,牡,美,清水英克,フィエールマン,ライブザドリーム,シニスターミニスター,楠本勝美,高昭牧場,鹿毛,240311,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ユイノミンゲイ,24102694,牡,美,深山雅史,ミッキーロケット,エイシンコアー,エイシンデピュティ,由井健太郎,富塚ファーム,鹿毛,240430,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ナムラファントム,24102754,牡,栗,大橋勇樹,カラヴァッジオ,ナムラリコリス,ジョーカプチーノ,奈村睦弘,ヒダカシーサイドファーム,黒鹿,240330,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
オンザリスト,24102776,牡,栗,前川恭子,モズアスコット,ムードン,フレンチデピュティ,ヒダカファーム,ヒダカフアーム,栗毛,240322,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
サチノリボーン,24102777,牡,栗,中村直也,ルーラーシップ,モハー,バトルプラン,佐藤好美,ヒダカフアーム,鹿毛,240430,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ライヴスコッチ,24102895,牡,栗,坂口智康,モーリス,レッドルピナス,ディープインパクト,澤田孝之,吉田ファーム,鹿毛,240426,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
テムレーション,24103000,牡,栗,小椋研介,デクラレーションオブウォー,マルキーズ,ヴィクトワールピサ,竹園正繼,カミイスタット,栗毛,240224,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ムファサ,24103046,牡,栗,西園翔太,リオンディーズ,レスプロンディール,オルフェーヴル,中辻明,小泉牧場,鹿毛,240322,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
レーヴフォルス,24103244,牡,美,大竹正博,コントレイル,クイーングラス,ルーラーシップ,遠藤良一,大栄牧場,青鹿,240505,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
ハヤブサカツオー,24103393,牡,栗,岡田稲男,サートゥルナーリア,カツコ,ハービンジャー,武田修,新冠橋本牧場,鹿毛,240228,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251103,不在,251030,000000
